### Raw data #######################################
#   nrec = 10001                                   #
#   delta_t = 0.1000000                            #
####################################################
#       [1]t              [2]Re[u]         [3]Im[u]     [4]Re[du/dt]     [5]Im[du/dt]         [6]Re[f]         [7]Im[f]
    20.60000        0.1133710E-002  -0.6652416E-002  -0.2267243E-003  -0.1127608E-002  -0.2272401E-003  -0.1089734E-002
    20.70000        0.1110723E-002  -0.6766649E-002  -0.2330562E-003  -0.1157137E-002  -0.2332553E-003  -0.1118824E-002
    20.80000        0.1087092E-002  -0.6883864E-002  -0.2395987E-003  -0.1187278E-002  -0.2394606E-003  -0.1148487E-002
    20.90000        0.1062796E-002  -0.7004125E-002  -0.2463628E-003  -0.1218038E-002  -0.2458658E-003  -0.1178732E-002
    21.00000        0.1037812E-002  -0.7127493E-002  -0.2533595E-003  -0.1249428E-002  -0.2524813E-003  -0.1209564E-002
    21.10000        0.1012116E-002  -0.7254032E-002  -0.2606001E-003  -0.1281458E-002  -0.2593176E-003  -0.1240992E-002
    21.20000        0.9856833E-003  -0.7383806E-002  -0.2680963E-003  -0.1314136E-002  -0.2663852E-003  -0.1273022E-002
    21.30000        0.9584878E-003  -0.7516881E-002  -0.2758595E-003  -0.1347474E-002  -0.2736947E-003  -0.1305662E-002
    21.40000        0.9305021E-003  -0.7653323E-002  -0.2839014E-003  -0.1381481E-002  -0.2812569E-003  -0.1338920E-002
    21.50000        0.9016978E-003  -0.7793200E-002  -0.2922335E-003  -0.1416168E-002  -0.2890824E-003  -0.1372802E-002
    21.60000        0.8720453E-003  -0.7936580E-002  -0.3008673E-003  -0.1451543E-002  -0.2971816E-003  -0.1407315E-002
    21.70000        0.8415139E-003  -0.8083532E-002  -0.3098140E-003  -0.1487617E-002  -0.3055648E-003  -0.1442467E-002
    21.80000        0.8100717E-003  -0.8234127E-002  -0.3190845E-003  -0.1524400E-002  -0.3142418E-003  -0.1478264E-002
    21.90000        0.7776859E-003  -0.8388436E-002  -0.3286891E-003  -0.1561901E-002  -0.3232221E-003  -0.1514713E-002
    22.00000        0.7443225E-003  -0.8546531E-002  -0.3386378E-003  -0.1600129E-002  -0.3325145E-003  -0.1551820E-002
    22.10000        0.7099466E-003  -0.8708486E-002  -0.3489398E-003  -0.1639091E-002  -0.3421274E-003  -0.1589589E-002
    22.20000        0.6745224E-003  -0.8874374E-002  -0.3596037E-003  -0.1678798E-002  -0.3520681E-003  -0.1628027E-002
    22.30000        0.6380135E-003  -0.9044271E-002  -0.3706371E-003  -0.1719254E-002  -0.3623434E-003  -0.1667136E-002
    22.40000        0.6003825E-003  -0.9218250E-002  -0.3820465E-003  -0.1760468E-002  -0.3729587E-003  -0.1706921E-002
    22.50000        0.5615915E-003  -0.9396390E-002  -0.3938375E-003  -0.1802445E-002  -0.3839186E-003  -0.1747385E-002
    22.60000        0.5216021E-003  -0.9578765E-002  -0.4060144E-003  -0.1845189E-002  -0.3952263E-003  -0.1788528E-002
    22.70000        0.4803756E-003  -0.9765453E-002  -0.4185800E-003  -0.1888703E-002  -0.4068836E-003  -0.1830350E-002
    22.80000        0.4378731E-003  -0.9956531E-002  -0.4315358E-003  -0.1932990E-002  -0.4188910E-003  -0.1872852E-002
    22.90000        0.3940555E-003  -0.1015208E-001  -0.4448815E-003  -0.1978051E-002  -0.4312473E-003  -0.1916030E-002
    23.00000        0.3488839E-003  -0.1035217E-001  -0.4586152E-003  -0.2023884E-002  -0.4439496E-003  -0.1959881E-002
    23.10000        0.3023196E-003  -0.1055688E-001  -0.4727332E-003  -0.2070486E-002  -0.4569931E-003  -0.2004399E-002
    23.20000        0.2543246E-003  -0.1076629E-001  -0.4872298E-003  -0.2117853E-002  -0.4703714E-003  -0.2049576E-002
    23.30000        0.2048613E-003  -0.1098048E-001  -0.5020974E-003  -0.2165978E-002  -0.4840758E-003  -0.2095403E-002
    23.40000        0.1538931E-003  -0.1119951E-001  -0.5173261E-003  -0.2214851E-002  -0.4980958E-003  -0.2141868E-002
    23.50000        0.1013844E-003  -0.1142347E-001  -0.5329041E-003  -0.2264460E-002  -0.5124187E-003  -0.2188957E-002
    23.60000        0.4730110E-004  -0.1165243E-001  -0.5488173E-003  -0.2314791E-002  -0.5270295E-003  -0.2236653E-002
    23.70000       -0.8389642E-005  -0.1188645E-001  -0.5650491E-003  -0.2365826E-002  -0.5419114E-003  -0.2284937E-002
    23.80000       -0.6571874E-004  -0.1212561E-001  -0.5815812E-003  -0.2417545E-002  -0.5570450E-003  -0.2333786E-002
    23.90000       -0.1247152E-003  -0.1236998E-001  -0.5983925E-003  -0.2469923E-002  -0.5724091E-003  -0.2383175E-002
    24.00000       -0.1854058E-003  -0.1261962E-001  -0.6154601E-003  -0.2522932E-002  -0.5879802E-003  -0.2433075E-002
    24.10000       -0.2478149E-003  -0.1287459E-001  -0.6327588E-003  -0.2576542E-002  -0.6037329E-003  -0.2483453E-002
    24.20000       -0.3119644E-003  -0.1313495E-001  -0.6502614E-003  -0.2630716E-002  -0.6196398E-003  -0.2534275E-002
    24.30000       -0.3778730E-003  -0.1340075E-001  -0.6679388E-003  -0.2685414E-002  -0.6356718E-003  -0.2585499E-002
    24.40000       -0.4455569E-003  -0.1367205E-001  -0.6857600E-003  -0.2740593E-002  -0.6517979E-003  -0.2637083E-002
    24.50000       -0.5150287E-003  -0.1394888E-001  -0.7036926E-003  -0.2796202E-002  -0.6679860E-003  -0.2688976E-002
    24.60000       -0.5862980E-003  -0.1423130E-001  -0.7217027E-003  -0.2852188E-002  -0.6842027E-003  -0.2741128E-002
    24.70000       -0.6593707E-003  -0.1451933E-001  -0.7397554E-003  -0.2908491E-002  -0.7004136E-003  -0.2793480E-002
    24.80000       -0.7342493E-003  -0.1481301E-001  -0.7578148E-003  -0.2965046E-002  -0.7165836E-003  -0.2845970E-002
    24.90000       -0.8109327E-003  -0.1511235E-001  -0.7758448E-003  -0.3021783E-002  -0.7326774E-003  -0.2898529E-002
    25.00000       -0.8894161E-003  -0.1541737E-001  -0.7938089E-003  -0.3078625E-002  -0.7486599E-003  -0.2951086E-002
    25.10000       -0.9696911E-003  -0.1572807E-001  -0.8116708E-003  -0.3135490E-002  -0.7644960E-003  -0.3003560E-002
    25.20000       -0.1051746E-002  -0.1604446E-001  -0.8293950E-003  -0.3192289E-002  -0.7801519E-003  -0.3055869E-002
    25.30000       -0.1135564E-002  -0.1636652E-001  -0.8469469E-003  -0.3248926E-002  -0.7955947E-003  -0.3107922E-002
    25.40000       -0.1221128E-002  -0.1669424E-001  -0.8642936E-003  -0.3305299E-002  -0.8107936E-003  -0.3159623E-002
    25.50000       -0.1308415E-002  -0.1702757E-001  -0.8814039E-003  -0.3361302E-002  -0.8257198E-003  -0.3210871E-002
    25.60000       -0.1397400E-002  -0.1736648E-001  -0.8982493E-003  -0.3416818E-002  -0.8403470E-003  -0.3261557E-002
    25.70000       -0.1488055E-002  -0.1771091E-001  -0.9148039E-003  -0.3471727E-002  -0.8546523E-003  -0.3311567E-002
    25.80000       -0.1580350E-002  -0.1806080E-001  -0.9310453E-003  -0.3525902E-002  -0.8686161E-003  -0.3360783E-002
    25.90000       -0.1674253E-002  -0.1841607E-001  -0.9469549E-003  -0.3579207E-002  -0.8822231E-003  -0.3409078E-002
    26.00000       -0.1769730E-002  -0.1877661E-001  -0.9625181E-003  -0.3631505E-002  -0.8954621E-003  -0.3456323E-002
    26.10000       -0.1866745E-002  -0.1914233E-001  -0.9777251E-003  -0.3682651E-002  -0.9083270E-003  -0.3502381E-002
    26.20000       -0.1965263E-002  -0.1951310E-001  -0.9925708E-003  -0.3732494E-002  -0.9208164E-003  -0.3547113E-002
    26.30000       -0.2065247E-002  -0.1988878E-001  -0.1007055E-002  -0.3780882E-002  -0.9329347E-003  -0.3590375E-002
    26.40000       -0.2166662E-002  -0.2026922E-001  -0.1021185E-002  -0.3827656E-002  -0.9446917E-003  -0.3632019E-002
    26.50000       -0.2269473E-002  -0.2065425E-001  -0.1034970E-002  -0.3872659E-002  -0.9561030E-003  -0.3671897E-002
    26.60000       -0.2373645E-002  -0.2104369E-001  -0.1048427E-002  -0.3915727E-002  -0.9671900E-003  -0.3709857E-002
    26.70000       -0.2479148E-002  -0.2143733E-001  -0.1061580E-002  -0.3956700E-002  -0.9779803E-003  -0.3745747E-002
    26.80000       -0.2585952E-002  -0.2183495E-001  -0.1074457E-002  -0.3995416E-002  -0.9885068E-003  -0.3779417E-002
    26.90000       -0.2694031E-002  -0.2223633E-001  -0.1087092E-002  -0.4031717E-002  -0.9988086E-003  -0.3810718E-002
    27.00000       -0.2803364E-002  -0.2264121E-001  -0.1099524E-002  -0.4065445E-002  -0.1008930E-002  -0.3839503E-002
    27.10000       -0.2913931E-002  -0.2304933E-001  -0.1111798E-002  -0.4096451E-002  -0.1018920E-002  -0.3865630E-002
    27.20000       -0.3025719E-002  -0.2346040E-001  -0.1123962E-002  -0.4124588E-002  -0.1028833E-002  -0.3888962E-002
    27.30000       -0.3138721E-002  -0.2387415E-001  -0.1136071E-002  -0.4149718E-002  -0.1038728E-002  -0.3909371E-002
    27.40000       -0.3252934E-002  -0.2429024E-001  -0.1148181E-002  -0.4171710E-002  -0.1048667E-002  -0.3926733E-002
    27.50000       -0.3368360E-002  -0.2470838E-001  -0.1160353E-002  -0.4190446E-002  -0.1058715E-002  -0.3940937E-002
    27.60000       -0.3485009E-002  -0.2512822E-001  -0.1172651E-002  -0.4205814E-002  -0.1068941E-002  -0.3951880E-002
    27.70000       -0.3602896E-002  -0.2554943E-001  -0.1185140E-002  -0.4217717E-002  -0.1079414E-002  -0.3959470E-002
    27.80000       -0.3722045E-002  -0.2597165E-001  -0.1197885E-002  -0.4226070E-002  -0.1090205E-002  -0.3963628E-002
    27.90000       -0.3842484E-002  -0.2639452E-001  -0.1210955E-002  -0.4230801E-002  -0.1101387E-002  -0.3964287E-002
    28.00000       -0.3964249E-002  -0.2681768E-001  -0.1224416E-002  -0.4231852E-002  -0.1113031E-002  -0.3961393E-002
    28.10000       -0.4087382E-002  -0.2724077E-001  -0.1238334E-002  -0.4229177E-002  -0.1125206E-002  -0.3954906E-002
    28.20000       -0.4211933E-002  -0.2766339E-001  -0.1252775E-002  -0.4222748E-002  -0.1137982E-002  -0.3944799E-002
    28.30000       -0.4337957E-002  -0.2808519E-001  -0.1267800E-002  -0.4212550E-002  -0.1151425E-002  -0.3931060E-002
    28.40000       -0.4465515E-002  -0.2850578E-001  -0.1283469E-002  -0.4198580E-002  -0.1165597E-002  -0.3913689E-002
    28.50000       -0.4594674E-002  -0.2892478E-001  -0.1299839E-002  -0.4180851E-002  -0.1180559E-002  -0.3892699E-002
    28.60000       -0.4725508E-002  -0.2934182E-001  -0.1316962E-002  -0.4159390E-002  -0.1196366E-002  -0.3868119E-002
    28.70000       -0.4858093E-002  -0.2975654E-001  -0.1334885E-002  -0.4134235E-002  -0.1213067E-002  -0.3839987E-002
    28.80000       -0.4992513E-002  -0.3016855E-001  -0.1353651E-002  -0.4105438E-002  -0.1230707E-002  -0.3808353E-002
    28.90000       -0.5128853E-002  -0.3057750E-001  -0.1373297E-002  -0.4073061E-002  -0.1249325E-002  -0.3773281E-002
    29.00000       -0.5267203E-002  -0.3098304E-001  -0.1393854E-002  -0.4037177E-002  -0.1268955E-002  -0.3734841E-002
    29.10000       -0.5407655E-002  -0.3138482E-001  -0.1415349E-002  -0.3997869E-002  -0.1289623E-002  -0.3693117E-002
    29.20000       -0.5550304E-002  -0.3178251E-001  -0.1437801E-002  -0.3955229E-002  -0.1311349E-002  -0.3648196E-002
    29.30000       -0.5695247E-002  -0.3217576E-001  -0.1461223E-002  -0.3909356E-002  -0.1334147E-002  -0.3600178E-002
    29.40000       -0.5842582E-002  -0.3256427E-001  -0.1485622E-002  -0.3860357E-002  -0.1358024E-002  -0.3549167E-002
    29.50000       -0.5992405E-002  -0.3294773E-001  -0.1510999E-002  -0.3808345E-002  -0.1382979E-002  -0.3495273E-002
    29.60000       -0.6144814E-002  -0.3332585E-001  -0.1537349E-002  -0.3753436E-002  -0.1409006E-002  -0.3438610E-002
    29.70000       -0.6299906E-002  -0.3369833E-001  -0.1564660E-002  -0.3695753E-002  -0.1436093E-002  -0.3379299E-002
    29.80000       -0.6457777E-002  -0.3406491E-001  -0.1592917E-002  -0.3635420E-002  -0.1464220E-002  -0.3317461E-002
    29.90000       -0.6618520E-002  -0.3442533E-001  -0.1622096E-002  -0.3572565E-002  -0.1493364E-002  -0.3253221E-002
    30.00000       -0.6782226E-002  -0.3477934E-001  -0.1652171E-002  -0.3507315E-002  -0.1523494E-002  -0.3186705E-002
    30.10000       -0.6948983E-002  -0.3512672E-001  -0.1683110E-002  -0.3439801E-002  -0.1554575E-002  -0.3118040E-002
    30.20000       -0.7118876E-002  -0.3546723E-001  -0.1714878E-002  -0.3370150E-002  -0.1586568E-002  -0.3047352E-002
    30.30000       -0.7291985E-002  -0.3580068E-001  -0.1747435E-002  -0.3298490E-002  -0.1619430E-002  -0.2974768E-002
    30.40000       -0.7468388E-002  -0.3612687E-001  -0.1780740E-002  -0.3224949E-002  -0.1653114E-002  -0.2900412E-002
    30.50000       -0.7648157E-002  -0.3644561E-001  -0.1814749E-002  -0.3149648E-002  -0.1687571E-002  -0.2824406E-002
    30.60000       -0.7831360E-002  -0.3675674E-001  -0.1849415E-002  -0.3072710E-002  -0.1722750E-002  -0.2746868E-002
    30.70000       -0.8018060E-002  -0.3706010E-001  -0.1884691E-002  -0.2994249E-002  -0.1758598E-002  -0.2667916E-002
    30.80000       -0.8208317E-002  -0.3735554E-001  -0.1920532E-002  -0.2914378E-002  -0.1795064E-002  -0.2587658E-002
    30.90000       -0.8402184E-002  -0.3764293E-001  -0.1956889E-002  -0.2833203E-002  -0.1832095E-002  -0.2506203E-002
    31.00000       -0.8599710E-002  -0.3792214E-001  -0.1993720E-002  -0.2750825E-002  -0.1869642E-002  -0.2423651E-002
    31.10000       -0.8800942E-002  -0.3819306E-001  -0.2030981E-002  -0.2667337E-002  -0.1907656E-002  -0.2340096E-002
    31.20000       -0.9005920E-002  -0.3845558E-001  -0.2068636E-002  -0.2582828E-002  -0.1946093E-002  -0.2255627E-002
    31.30000       -0.9214681E-002  -0.3870960E-001  -0.2106651E-002  -0.2497378E-002  -0.1984916E-002  -0.2170325E-002
    31.40000       -0.9427261E-002  -0.3895502E-001  -0.2145000E-002  -0.2411057E-002  -0.2024091E-002  -0.2084265E-002
    31.50000       -0.9643692E-002  -0.3919178E-001  -0.2183663E-002  -0.2323931E-002  -0.2063596E-002  -0.1997513E-002
    31.60000       -0.9864004E-002  -0.3941979E-001  -0.2222633E-002  -0.2236054E-002  -0.2103416E-002  -0.1910127E-002
    31.70000       -0.1008823E-001  -0.3963897E-001  -0.2261912E-002  -0.2147474E-002  -0.2143550E-002  -0.1822158E-002
    31.80000       -0.1031640E-001  -0.3984926E-001  -0.2301515E-002  -0.2058230E-002  -0.2184009E-002  -0.1733650E-002
    31.90000       -0.1054854E-001  -0.4005059E-001  -0.2341475E-002  -0.1968352E-002  -0.2224821E-002  -0.1644636E-002
    32.00000       -0.1078471E-001  -0.4024291E-001  -0.2381842E-002  -0.1877861E-002  -0.2266035E-002  -0.1555145E-002
    32.10000       -0.1102493E-001  -0.4042614E-001  -0.2422686E-002  -0.1786771E-002  -0.2307718E-002  -0.1465197E-002
    32.20000       -0.1126926E-001  -0.4060024E-001  -0.2464100E-002  -0.1695089E-002  -0.2349963E-002  -0.1374805E-002
    32.30000       -0.1151777E-001  -0.4076514E-001  -0.2506205E-002  -0.1602815E-002  -0.2392890E-002  -0.1283975E-002
    32.40000       -0.1177053E-001  -0.4092079E-001  -0.2549149E-002  -0.1509940E-002  -0.2436647E-002  -0.1192711E-002
    32.50000       -0.1202763E-001  -0.4106711E-001  -0.2593107E-002  -0.1416453E-002  -0.2481414E-002  -0.1101009E-002
    32.60000       -0.1228919E-001  -0.4120405E-001  -0.2638290E-002  -0.1322334E-002  -0.2527405E-002  -0.1008861E-002
    32.70000       -0.1255534E-001  -0.4133156E-001  -0.2684939E-002  -0.1227564E-002  -0.2574867E-002  -0.9162571E-003
    32.80000       -0.1282624E-001  -0.4144955E-001  -0.2733326E-002  -0.1132115E-002  -0.2624080E-002  -0.8231853E-003
    32.90000       -0.1310207E-001  -0.4155795E-001  -0.2783752E-002  -0.1035958E-002  -0.2675356E-002  -0.7296309E-003
    33.00000       -0.1338307E-001  -0.4165671E-001  -0.2836545E-002  -0.9390640E-003  -0.2729033E-002  -0.6355783E-003
    33.10000       -0.1366947E-001  -0.4174574E-001  -0.2892048E-002  -0.8413978E-003  -0.2785469E-002  -0.5410108E-003
    33.20000       -0.1396158E-001  -0.4182496E-001  -0.2950610E-002  -0.7429238E-003  -0.2845033E-002  -0.4459109E-003
    33.30000       -0.1425971E-001  -0.4189430E-001  -0.3012577E-002  -0.6436033E-003  -0.2908088E-002  -0.3502594E-003
    33.40000       -0.1456422E-001  -0.4195366E-001  -0.3078265E-002  -0.5433942E-003  -0.2974975E-002  -0.2540350E-003
    33.50000       -0.1487550E-001  -0.4200295E-001  -0.3147946E-002  -0.4422496E-003  -0.3045990E-002  -0.1572126E-003
    33.60000       -0.1519395E-001  -0.4204207E-001  -0.3221817E-002  -0.3401164E-003  -0.3121358E-002  -0.5976212E-004
    33.70000       -0.1552000E-001  -0.4207093E-001  -0.3299972E-002  -0.2369336E-003  -0.3201203E-002   0.3835428E-004
    33.80000       -0.1585408E-001  -0.4208942E-001  -0.3382369E-002  -0.1326305E-003  -0.3285515E-002   0.1371839E-003
    33.90000       -0.1619661E-001  -0.4209742E-001  -0.3468805E-002  -0.2712511E-004  -0.3374119E-002   0.2367859E-003
    34.00000       -0.1654797E-001  -0.4209480E-001  -0.3558878E-002   0.7967769E-004  -0.3466646E-002   0.3372334E-003
    34.10000       -0.1690849E-001  -0.4208144E-001  -0.3651972E-002   0.1878862E-003  -0.3562510E-002   0.4386146E-003
    34.20000       -0.1727843E-001  -0.4205718E-001  -0.3747241E-002   0.2976216E-003  -0.3660891E-002   0.5410331E-003
    34.30000       -0.1765797E-001  -0.4202186E-001  -0.3843608E-002   0.4090163E-003  -0.3760733E-002   0.6446068E-003
    34.40000       -0.1804715E-001  -0.4197531E-001  -0.3939782E-002   0.5222099E-003  -0.3860763E-002   0.7494651E-003
    34.50000       -0.1844587E-001  -0.4191735E-001  -0.4034286E-002   0.6373448E-003  -0.3959514E-002   0.8557444E-003
    34.60000       -0.1885390E-001  -0.4184777E-001  -0.4125510E-002   0.7545585E-003  -0.4055378E-002   0.9635817E-003
    34.70000       -0.1927081E-001  -0.4176637E-001  -0.4211772E-002   0.8739766E-003  -0.4146668E-002   0.1073107E-002
    34.80000       -0.1969603E-001  -0.4167290E-001  -0.4291389E-002   0.9957037E-003  -0.4231689E-002   0.1184436E-002
    34.90000       -0.2012881E-001  -0.4156715E-001  -0.4362760E-002   0.1119815E-002  -0.4308817E-002   0.1297658E-002
    35.00000       -0.2056826E-001  -0.4144886E-001  -0.4424435E-002   0.1246347E-002  -0.4376577E-002   0.1412833E-002
    35.10000       -0.2101333E-001  -0.4131780E-001  -0.4475187E-002   0.1375295E-002  -0.4433707E-002   0.1529977E-002
    35.20000       -0.2146290E-001  -0.4117372E-001  -0.4514064E-002   0.1506603E-002  -0.4479217E-002   0.1649065E-002
    35.30000       -0.2191573E-001  -0.4101640E-001  -0.4540419E-002   0.1640168E-002  -0.4512420E-002   0.1770024E-002
    35.40000       -0.2237055E-001  -0.4084562E-001  -0.4553926E-002   0.1775834E-002  -0.4532950E-002   0.1892730E-002
    35.50000       -0.2282609E-001  -0.4066117E-001  -0.4554576E-002   0.1913401E-002  -0.4540754E-002   0.2017015E-002
    35.60000       -0.2328105E-001  -0.4046288E-001  -0.4542651E-002   0.2052622E-002  -0.4536076E-002   0.2142666E-002
    35.70000       -0.2373421E-001  -0.4025060E-001  -0.4518692E-002   0.2193216E-002  -0.4519418E-002   0.2269433E-002
    35.80000       -0.2418441E-001  -0.4002420E-001  -0.4483450E-002   0.2334871E-002  -0.4491498E-002   0.2397032E-002
    35.90000       -0.2463056E-001  -0.3978360E-001  -0.4437844E-002   0.2477250E-002  -0.4453201E-002   0.2525154E-002
    36.00000       -0.2507167E-001  -0.3952874E-001  -0.4382906E-002   0.2620001E-002  -0.4405534E-002   0.2653471E-002
    36.10000       -0.2550687E-001  -0.3925960E-001  -0.4319743E-002   0.2762762E-002  -0.4349577E-002   0.2781641E-002
    36.20000       -0.2593538E-001  -0.3897620E-001  -0.4249489E-002   0.2905165E-002  -0.4286443E-002   0.2909315E-002
    36.30000       -0.2635657E-001  -0.3867859E-001  -0.4173279E-002   0.3046845E-002  -0.4217246E-002   0.3036143E-002
    36.40000       -0.2676988E-001  -0.3836687E-001  -0.4092216E-002   0.3187442E-002  -0.4143074E-002   0.3161776E-002
    36.50000       -0.2717488E-001  -0.3804115E-001  -0.4007354E-002   0.3326606E-002  -0.4064964E-002   0.3285874E-002
    36.60000       -0.2757125E-001  -0.3770161E-001  -0.3919682E-002   0.3464003E-002  -0.3983891E-002   0.3408107E-002
    36.70000       -0.2795876E-001  -0.3734842E-001  -0.3830114E-002   0.3599315E-002  -0.3900754E-002   0.3528159E-002
    36.80000       -0.2833724E-001  -0.3698182E-001  -0.3739485E-002   0.3732243E-002  -0.3816374E-002   0.3645734E-002
    36.90000       -0.2870664E-001  -0.3660206E-001  -0.3648547E-002   0.3862514E-002  -0.3731490E-002   0.3760556E-002
    37.00000       -0.2906696E-001  -0.3620942E-001  -0.3557968E-002   0.3989881E-002  -0.3646756E-002   0.3872373E-002
    37.10000       -0.2941827E-001  -0.3580419E-001  -0.3468337E-002   0.4114127E-002  -0.3562744E-002   0.3980962E-002
    37.20000       -0.2976068E-001  -0.3538670E-001  -0.3380162E-002   0.4235066E-002  -0.3479950E-002   0.4086129E-002
    37.30000       -0.3009436E-001  -0.3495729E-001  -0.3293877E-002   0.4352550E-002  -0.3398788E-002   0.4187717E-002
    37.40000       -0.3041953E-001  -0.3451631E-001  -0.3209842E-002   0.4466468E-002  -0.3319601E-002   0.4285604E-002
