### Raw data #######################################
#   nrec = 10001                                   #
#   delta_t = 0.1000000                            #
### Sampling for ensemble average ##################
#   ista = 2000                                    #
#   nperiod = 500                                  #
#   nshift = 1                                     #
#   nsample= (nrec-ista-nperiod)/nshift+1 = 7502   #
####################################################
#       [1]t              [2]Re[u]         [3]Im[u]     [4]Re[du/dt]     [5]Im[du/dt]         [6]Re[f]         [7]Im[f]   [8]Re[Omega*u]   [9]Im[Omega*u]   [10]Re[s]        [11]Im[s]        [12]Re[r]        [13]Im[r]        
    941.1000        0.2906779E-002   0.5020561E-001  -0.1621142E-002  -0.3792060E-002  -0.1442857E-002  -0.3134263E-002  -0.1303966E-003  -0.1080625E-004  -0.1950490E-002  -0.2097160E-002   0.6380295E-003  -0.1026297E-002
    941.2000        0.2741904E-002   0.4983507E-001  -0.1676421E-002  -0.3619369E-002  -0.1487016E-002  -0.2952308E-002  -0.1293819E-003  -0.1109597E-004  -0.1943402E-002  -0.2095936E-002   0.5857672E-003  -0.8452752E-003
    941.3000        0.2571485E-002   0.4948156E-001  -0.1731998E-002  -0.3451926E-002  -0.1531527E-002  -0.2775366E-002  -0.1284091E-003  -0.1140618E-004  -0.1936312E-002  -0.2094611E-002   0.5331942E-003  -0.6693493E-003
    941.4000        0.2395501E-002   0.4914446E-001  -0.1787674E-002  -0.3291212E-002  -0.1576234E-002  -0.2604934E-002  -0.1274766E-003  -0.1173671E-004  -0.1929218E-002  -0.2093195E-002   0.4804598E-003  -0.5000025E-003
    941.5000        0.2213953E-002   0.4882304E-001  -0.1843258E-002  -0.3138662E-002  -0.1620992E-002  -0.2442462E-002  -0.1265824E-003  -0.1208728E-004  -0.1922115E-002  -0.2091699E-002   0.4277050E-003  -0.3386753E-003
    941.6000        0.2026858E-002   0.4851641E-001  -0.1898575E-002  -0.2995605E-002  -0.1665668E-002  -0.2289298E-002  -0.1257243E-003  -0.1245753E-004  -0.1915000E-002  -0.2090134E-002   0.3750562E-003  -0.1867061E-003
    941.7000        0.1834252E-002   0.4822357E-001  -0.1953475E-002  -0.2863214E-002  -0.1710149E-002  -0.2146634E-002  -0.1248997E-003  -0.1284700E-004  -0.1907870E-002  -0.2088509E-002   0.3226207E-003  -0.4527763E-004
    941.8000        0.1636182E-002   0.4794338E-001  -0.2007827E-002  -0.2742459E-002  -0.1754341E-002  -0.2015462E-002  -0.1241057E-003  -0.1325517E-004  -0.1900720E-002  -0.2086834E-002   0.2704840E-003   0.8462671E-004
    941.9000        0.1432708E-002   0.4767466E-001  -0.2061529E-002  -0.2634076E-002  -0.1798176E-002  -0.1896544E-002  -0.1233393E-003  -0.1368143E-004  -0.1893546E-002  -0.2085116E-002   0.2187093E-003   0.2022536E-003
    942.0000        0.1223900E-002   0.4741614E-001  -0.2114500E-002  -0.2538557E-002  -0.1841603E-002  -0.1790393E-002  -0.1225973E-003  -0.1412514E-004  -0.1886346E-002  -0.2083363E-002   0.1673395E-003   0.3070943E-003
    942.1000        0.1009834E-002   0.4716651E-001  -0.2166682E-002  -0.2456144E-002  -0.1884590E-002  -0.1697282E-002  -0.1218762E-003  -0.1458565E-004  -0.1879115E-002  -0.2081581E-002   0.1164005E-003   0.3988841E-003
    942.2000        0.7905916E-003   0.4692447E-001  -0.2218029E-002  -0.2386849E-002  -0.1927115E-002  -0.1617250E-002  -0.1211727E-003  -0.1506225E-004  -0.1871850E-002  -0.2079776E-002   0.6590782E-004   0.4775882E-003
    942.3000        0.5662576E-003   0.4668871E-001  -0.2268502E-002  -0.2330477E-002  -0.1969158E-002  -0.1550131E-002  -0.1204836E-003  -0.1555426E-004  -0.1864547E-002  -0.2077953E-002   0.1587263E-004   0.5433761E-003
    942.4000        0.3369217E-003   0.4645796E-001  -0.2318062E-002  -0.2286657E-002  -0.2010699E-002  -0.1495587E-002  -0.1198056E-003  -0.1606098E-004  -0.1857203E-002  -0.2076117E-002  -0.3369048E-004   0.5965906E-003
    942.5000        0.1026771E-003   0.4623098E-001  -0.2366665E-002  -0.2254878E-002  -0.2051707E-002  -0.1453140E-002  -0.1191355E-003  -0.1658172E-004  -0.1849814E-002  -0.2074270E-002  -0.8275654E-004   0.6377125E-003
    942.6000       -0.1363773E-003   0.4600660E-001  -0.2414249E-002  -0.2234521E-002  -0.2092132E-002  -0.1422206E-002  -0.1184704E-003  -0.1711580E-004  -0.1842378E-002  -0.2072417E-002  -0.1312838E-003   0.6673260E-003
    942.7000       -0.3801361E-003   0.4578372E-001  -0.2460736E-002  -0.2224892E-002  -0.2131905E-002  -0.1402133E-002  -0.1178074E-003  -0.1766254E-004  -0.1834890E-002  -0.2070557E-002  -0.1792083E-003   0.6860866E-003
    942.8000       -0.6284847E-003   0.4556129E-001  -0.2506024E-002  -0.2225253E-002  -0.2170931E-002  -0.1392222E-002  -0.1171439E-003  -0.1822128E-004  -0.1827347E-002  -0.2068694E-002  -0.2264407E-003   0.6946934E-003
    942.9000       -0.8812968E-003   0.4533836E-001  -0.2549985E-002  -0.2234837E-002  -0.2209087E-002  -0.1391752E-002  -0.1164775E-003  -0.1879133E-004  -0.1819746E-002  -0.2066827E-002  -0.2728636E-003   0.6938668E-003
    943.0000       -0.1138432E-002   0.4511404E-001  -0.2592466E-002  -0.2252870E-002  -0.2246222E-002  -0.1400000E-002  -0.1158059E-003  -0.1937201E-004  -0.1812085E-002  -0.2064958E-002  -0.3183314E-003   0.6843305E-003
    943.1000       -0.1399735E-002   0.4488753E-001  -0.2633287E-002  -0.2278586E-002  -0.2282158E-002  -0.1416249E-002  -0.1151271E-003  -0.1996262E-004  -0.1804359E-002  -0.2063085E-002  -0.3626718E-003   0.6667994E-003
    943.2000       -0.1665028E-002   0.4465809E-001  -0.2672248E-002  -0.2311228E-002  -0.2316694E-002  -0.1439801E-002  -0.1144394E-003  -0.2056245E-004  -0.1796566E-002  -0.2061209E-002  -0.4056881E-003   0.6419706E-003
    943.3000       -0.1934115E-002   0.4442508E-001  -0.2709130E-002  -0.2350063E-002  -0.2349609E-002  -0.1469981E-002  -0.1137411E-003  -0.2117075E-004  -0.1788704E-002  -0.2059327E-002  -0.4471636E-003   0.6105173E-003
    943.4000       -0.2206777E-002   0.4418790E-001  -0.2743701E-002  -0.2394380E-002  -0.2380667E-002  -0.1506141E-002  -0.1130307E-003  -0.2178675E-004  -0.1780770E-002  -0.2057439E-002  -0.4868665E-003   0.5730848E-003
    943.5000       -0.2482770E-002   0.4394604E-001  -0.2775721E-002  -0.2443497E-002  -0.2409625E-002  -0.1547665E-002  -0.1123071E-003  -0.2240962E-004  -0.1772761E-002  -0.2055543E-002  -0.5245562E-003   0.5302870E-003
    943.6000       -0.2761828E-002   0.4369906E-001  -0.2804952E-002  -0.2496764E-002  -0.2436235E-002  -0.1593971E-002  -0.1115691E-003  -0.2303852E-004  -0.1764675E-002  -0.2053636E-002  -0.5599901E-003   0.4827030E-003
    943.7000       -0.3043660E-002   0.4344657E-001  -0.2831159E-002  -0.2553568E-002  -0.2460258E-002  -0.1644515E-002  -0.1108160E-003  -0.2367255E-004  -0.1756511E-002  -0.2051716E-002  -0.5929307E-003   0.4308728E-003
    943.8000       -0.3327952E-002   0.4318825E-001  -0.2854124E-002  -0.2613340E-002  -0.2481466E-002  -0.1698799E-002  -0.1100469E-003  -0.2431080E-004  -0.1748265E-002  -0.2049780E-002  -0.6231534E-003   0.3752920E-003
    943.9000       -0.3614370E-002   0.4292382E-001  -0.2873650E-002  -0.2675561E-002  -0.2499653E-002  -0.1756373E-002  -0.1092613E-003  -0.2495230E-004  -0.1739938E-002  -0.2047826E-002  -0.6504542E-003   0.3164051E-003
    944.0000       -0.3902561E-002   0.4265307E-001  -0.2889571E-002  -0.2739771E-002  -0.2514643E-002  -0.1816849E-002  -0.1084588E-003  -0.2559607E-004  -0.1731526E-002  -0.2045851E-002  -0.6746576E-003   0.2545978E-003
    944.1000       -0.4192159E-002   0.4237581E-001  -0.2901757E-002  -0.2805575E-002  -0.2526293E-002  -0.1879904E-002  -0.1076390E-003  -0.2624109E-004  -0.1723030E-002  -0.2043852E-002  -0.6956239E-003   0.1901882E-003
    944.2000       -0.4482785E-002   0.4209191E-001  -0.2910120E-002  -0.2872658E-002  -0.2534507E-002  -0.1945292E-002  -0.1068017E-003  -0.2688633E-004  -0.1714449E-002  -0.2041825E-002  -0.7132567E-003   0.1234188E-003
    944.3000       -0.4774055E-002   0.4180125E-001  -0.2914627E-002  -0.2940786E-002  -0.2539237E-002  -0.2012849E-002  -0.1059468E-003  -0.2753077E-004  -0.1705781E-002  -0.2039767E-002  -0.7275092E-003   0.5444907E-004
    944.4000       -0.5065583E-002   0.4150372E-001  -0.2915296E-002  -0.3009818E-002  -0.2540491E-002  -0.2082499E-002  -0.1050741E-003  -0.2817338E-004  -0.1697026E-002  -0.2037676E-002  -0.7383903E-003  -0.1664953E-004
    944.5000       -0.5356989E-002   0.4119926E-001  -0.2912207E-002  -0.3079698E-002  -0.2538338E-002  -0.2154255E-002  -0.1041836E-003  -0.2881314E-004  -0.1688186E-002  -0.2035547E-002  -0.7459689E-003  -0.8989457E-004
    944.6000       -0.5647904E-002   0.4088776E-001  -0.2905505E-002  -0.3150461E-002  -0.2532912E-002  -0.2228215E-002  -0.1032751E-003  -0.2944907E-004  -0.1679259E-002  -0.2033377E-002  -0.7503780E-003  -0.1653884E-003
    944.7000       -0.5937976E-002   0.4056913E-001  -0.2895397E-002  -0.3222214E-002  -0.2524411E-002  -0.2304551E-002  -0.1023486E-003  -0.3008024E-004  -0.1670246E-002  -0.2031164E-002  -0.7518164E-003  -0.2433074E-003
    944.8000       -0.6226879E-002   0.4024327E-001  -0.2882159E-002  -0.3295123E-002  -0.2513101E-002  -0.2383491E-002  -0.1014038E-003  -0.3070576E-004  -0.1661148E-002  -0.2028902E-002  -0.7505495E-003  -0.3238832E-003
    944.9000       -0.6514315E-002   0.3991006E-001  -0.2866126E-002  -0.3369384E-002  -0.2499315E-002  -0.2465290E-002  -0.1004407E-003  -0.3132481E-004  -0.1651966E-002  -0.2026590E-002  -0.7469079E-003  -0.4073757E-003
    945.0000       -0.6800024E-002   0.3956935E-001  -0.2847698E-002  -0.3445188E-002  -0.2483445E-002  -0.2550198E-002  -0.9945885E-004  -0.3193669E-004  -0.1642701E-002  -0.2024222E-002  -0.7412850E-003  -0.4940384E-003
    945.1000       -0.7083789E-002   0.3922097E-001  -0.2827327E-002  -0.3522683E-002  -0.2465944E-002  -0.2638413E-002  -0.9845797E-004  -0.3254077E-004  -0.1633355E-002  -0.2021796E-002  -0.7341316E-003  -0.5840764E-003
    945.2000       -0.7365441E-002   0.3886475E-001  -0.2805517E-002  -0.3601927E-002  -0.2447315E-002  -0.2730044E-002  -0.9743767E-004  -0.3313654E-004  -0.1623928E-002  -0.2019308E-002  -0.7259497E-003  -0.6775998E-003
    945.3000       -0.7644863E-002   0.3850053E-001  -0.2782808E-002  -0.3682842E-002  -0.2428104E-002  -0.2825053E-002  -0.9639755E-004  -0.3372366E-004  -0.1614422E-002  -0.2016753E-002  -0.7172845E-003  -0.7745763E-003
    945.4000       -0.7921992E-002   0.3812814E-001  -0.2759776E-002  -0.3765173E-002  -0.2408891E-002  -0.2923216E-002  -0.9533723E-004  -0.3430189E-004  -0.1604839E-002  -0.2014127E-002  -0.7087145E-003  -0.8747868E-003
    945.5000       -0.8196827E-002   0.3774746E-001  -0.2737012E-002  -0.3848453E-002  -0.2390278E-002  -0.3024088E-002  -0.9425640E-004  -0.3487119E-004  -0.1595181E-002  -0.2011427E-002  -0.7008406E-003  -0.9777890E-003
    945.6000       -0.8469424E-002   0.3735844E-001  -0.2715120E-002  -0.3931984E-002  -0.2372877E-002  -0.3126975E-002  -0.9315488E-004  -0.3543168E-004  -0.1585448E-002  -0.2008649E-002  -0.6942746E-003  -0.1082895E-002
    945.7000       -0.8739900E-002   0.3696109E-001  -0.2694696E-002  -0.4014832E-002  -0.2357300E-002  -0.3230936E-002  -0.9203269E-004  -0.3598368E-004  -0.1575642E-002  -0.2005788E-002  -0.6896256E-003  -0.1189164E-002
    945.8000       -0.9008431E-002   0.3655553E-001  -0.2676323E-002  -0.4095845E-002  -0.2344143E-002  -0.3334790E-002  -0.9089007E-004  -0.3652768E-004  -0.1565765E-002  -0.2002841E-002  -0.6874878E-003  -0.1295421E-002
    945.9000       -0.9275251E-002   0.3614202E-001  -0.2660552E-002  -0.4173691E-002  -0.2333973E-002  -0.3437157E-002  -0.8972758E-004  -0.3706437E-004  -0.1555818E-002  -0.1999803E-002  -0.6884272E-003  -0.1400289E-002
    946.0000       -0.9540646E-002   0.3572095E-001  -0.2647895E-002  -0.4246913E-002  -0.2327317E-002  -0.3536513E-002  -0.8854611E-004  -0.3759463E-004  -0.1545802E-002  -0.1996672E-002  -0.6929690E-003  -0.1502246E-002
    946.1000       -0.9804949E-002   0.3529284E-001  -0.2638813E-002  -0.4313996E-002  -0.2324651E-002  -0.3631255E-002  -0.8734694E-004  -0.3811952E-004  -0.1535718E-002  -0.1993443E-002  -0.7015867E-003  -0.1599693E-002
    946.2000       -0.1006854E-001   0.3485840E-001  -0.2633703E-002  -0.4373443E-002  -0.2326390E-002  -0.3719784E-002  -0.8613170E-004  -0.3864026E-004  -0.1525566E-002  -0.1990114E-002  -0.7146920E-003  -0.1691030E-002
    946.3000       -0.1033183E-001   0.3441846E-001  -0.2632898E-002  -0.4423851E-002  -0.2332877E-002  -0.3800575E-002  -0.8490240E-004  -0.3915823E-004  -0.1515347E-002  -0.1986682E-002  -0.7326280E-003  -0.1774734E-002
    946.4000       -0.1059527E-001   0.3397397E-001  -0.2636656E-002  -0.4463971E-002  -0.2344386E-002  -0.3872248E-002  -0.8366135E-004  -0.3967492E-004  -0.1505061E-002  -0.1983146E-002  -0.7556634E-003  -0.1849427E-002
    946.5000       -0.1085932E-001   0.3352604E-001  -0.2645161E-002  -0.4492761E-002  -0.2361109E-002  -0.3933621E-002  -0.8241118E-004  -0.4019193E-004  -0.1494708E-002  -0.1979504E-002  -0.7839905E-003  -0.1913925E-002
    946.6000       -0.1112447E-001   0.3307583E-001  -0.2658522E-002  -0.4509415E-002  -0.2383166E-002  -0.3983744E-002  -0.8115475E-004  -0.4071093E-004  -0.1484287E-002  -0.1975756E-002  -0.8177247E-003  -0.1967277E-002
    946.7000       -0.1139119E-001   0.3262458E-001  -0.2676776E-002  -0.4513368E-002  -0.2410599E-002  -0.4021910E-002  -0.7989507E-004  -0.4123362E-004  -0.1473797E-002  -0.1971902E-002  -0.8569066E-003  -0.2008774E-002
    946.8000       -0.1165998E-001   0.3217359E-001  -0.2699888E-002  -0.4504293E-002  -0.2443379E-002  -0.4047647E-002  -0.7863530E-004  -0.4176174E-004  -0.1463239E-002  -0.1967942E-002  -0.9015050E-003  -0.2037943E-002
    946.9000       -0.1193133E-001   0.3172416E-001  -0.2727759E-002  -0.4482062E-002  -0.2481409E-002  -0.4060695E-002  -0.7737863E-004  -0.4229699E-004  -0.1452609E-002  -0.1963878E-002  -0.9514209E-003  -0.2054520E-002
    947.0000       -0.1220569E-001   0.3127761E-001  -0.2760226E-002  -0.4446719E-002  -0.2524527E-002  -0.4060969E-002  -0.7612828E-004  -0.4284107E-004  -0.1441908E-002  -0.1959712E-002  -0.1006491E-002  -0.2058416E-002
    947.1000       -0.1248352E-001   0.3083525E-001  -0.2797069E-002  -0.4398424E-002  -0.2572512E-002  -0.4048513E-002  -0.7488744E-004  -0.4339561E-004  -0.1431132E-002  -0.1955448E-002  -0.1066493E-002  -0.2049669E-002
    947.2000       -0.1276524E-001   0.3039835E-001  -0.2838012E-002  -0.4337416E-002  -0.2625084E-002  -0.4023456E-002  -0.7365927E-004  -0.4396216E-004  -0.1420280E-002  -0.1951090E-002  -0.1131144E-002  -0.2028404E-002
    947.3000       -0.1305125E-001   0.2996818E-001  -0.2882725E-002  -0.4263966E-002  -0.2681907E-002  -0.3985969E-002  -0.7244687E-004  -0.4454221E-004  -0.1409350E-002  -0.1946640E-002  -0.1200109E-002  -0.1994787E-002
    947.4000       -0.1334190E-001   0.2954596E-001  -0.2930827E-002  -0.4178344E-002  -0.2742589E-002  -0.3936232E-002  -0.7125326E-004  -0.4513712E-004  -0.1398339E-002  -0.1942106E-002  -0.1272996E-002  -0.1948990E-002
    947.5000       -0.1363751E-001   0.2913291E-001  -0.2981883E-002  -0.4080799E-002  -0.2806684E-002  -0.3874406E-002  -0.7008145E-004  -0.4574815E-004  -0.1387245E-002  -0.1937491E-002  -0.1349357E-002  -0.1891167E-002
    947.6000       -0.1393836E-001   0.2873020E-001  -0.3035409E-002  -0.3971541E-002  -0.2873692E-002  -0.3800623E-002  -0.6893437E-004  -0.4637643E-004  -0.1376065E-002  -0.1932804E-002  -0.1428693E-002  -0.1821443E-002
    947.7000       -0.1424466E-001   0.2833899E-001  -0.3090870E-002  -0.3850749E-002  -0.2943057E-002  -0.3714983E-002  -0.6781494E-004  -0.4702295E-004  -0.1364795E-002  -0.1928050E-002  -0.1510447E-002  -0.1739910E-002
    947.8000       -0.1455658E-001   0.2796042E-001  -0.3147682E-002  -0.3718580E-002  -0.3014175E-002  -0.3617565E-002  -0.6672605E-004  -0.4768855E-004  -0.1353434E-002  -0.1923238E-002  -0.1594014E-002  -0.1646639E-002
    947.9000       -0.1487422E-001   0.2759564E-001  -0.3205221E-002  -0.3575192E-002  -0.3086389E-002  -0.3508452E-002  -0.6567057E-004  -0.4837393E-004  -0.1341978E-002  -0.1918375E-002  -0.1678740E-002  -0.1541704E-002
    948.0000       -0.1519762E-001   0.2724575E-001  -0.3262820E-002  -0.3420779E-002  -0.3159003E-002  -0.3387760E-002  -0.6465135E-004  -0.4907957E-004  -0.1330425E-002  -0.1913470E-002  -0.1763927E-002  -0.1425210E-002
    948.1000       -0.1552676E-001   0.2691185E-001  -0.3319785E-002  -0.3255608E-002  -0.3231284E-002  -0.3255674E-002  -0.6367122E-004  -0.4980581E-004  -0.1318771E-002  -0.1908532E-002  -0.1848842E-002  -0.1297336E-002
    948.2000       -0.1586153E-001   0.2659498E-001  -0.3375400E-002  -0.3080059E-002  -0.3302474E-002  -0.3112494E-002  -0.6273293E-004  -0.5055277E-004  -0.1307013E-002  -0.1903572E-002  -0.1932728E-002  -0.1158369E-002
    948.3000       -0.1620177E-001   0.2629616E-001  -0.3428940E-002  -0.2894667E-002  -0.3371801E-002  -0.2958670E-002  -0.6183915E-004  -0.5132039E-004  -0.1295149E-002  -0.1898598E-002  -0.2014813E-002  -0.1008751E-002
    948.4000       -0.1654723E-001   0.2601635E-001  -0.3479679E-002  -0.2700152E-002  -0.3438492E-002  -0.2794840E-002  -0.6099243E-004  -0.5210838E-004  -0.1283177E-002  -0.1893622E-002  -0.2094322E-002  -0.8491089E-003
    948.5000       -0.1689759E-001   0.2575641E-001  -0.3526908E-002  -0.2497447E-002  -0.3501783E-002  -0.2621855E-002  -0.6019511E-004  -0.5291624E-004  -0.1271094E-002  -0.1888655E-002  -0.2170493E-002  -0.6802834E-003
    948.6000       -0.1725247E-001   0.2551710E-001  -0.3569939E-002  -0.2287706E-002  -0.3560932E-002  -0.2440793E-002  -0.5944929E-004  -0.5374326E-004  -0.1258899E-002  -0.1883708E-002  -0.2242584E-002  -0.5033413E-003
    948.7000       -0.1761142E-001   0.2529905E-001  -0.3608118E-002  -0.2072301E-002  -0.3615231E-002  -0.2252953E-002  -0.5875678E-004  -0.5458851E-004  -0.1246588E-002  -0.1878793E-002  -0.2309886E-002  -0.3195722E-003
    948.8000       -0.1797391E-001   0.2510277E-001  -0.3640831E-002  -0.1852796E-002  -0.3664008E-002  -0.2059839E-002  -0.5811904E-004  -0.5545083E-004  -0.1234162E-002  -0.1873920E-002  -0.2371727E-002  -0.1304684E-003
    948.9000       -0.1833938E-001   0.2492857E-001  -0.3667505E-002  -0.1630909E-002  -0.3706637E-002  -0.1863120E-002  -0.5753711E-004  -0.5632886E-004  -0.1221618E-002  -0.1869103E-002  -0.2427482E-002   0.6231226E-004
    949.0000       -0.1870719E-001   0.2477661E-001  -0.3687614E-002  -0.1408459E-002  -0.3742539E-002  -0.1664575E-002  -0.5701159E-004  -0.5722103E-004  -0.1208956E-002  -0.1864353E-002  -0.2476571E-002   0.2569988E-003
    949.1000       -0.1907667E-001   0.2464684E-001  -0.3700676E-002  -0.1187300E-002  -0.3771180E-002  -0.1466037E-002  -0.5654265E-004  -0.5812556E-004  -0.1196176E-002  -0.1859681E-002  -0.2518461E-002   0.4517691E-003
    949.2000       -0.1944708E-001   0.2453904E-001  -0.3706250E-002  -0.9692542E-003  -0.3792075E-002  -0.1269322E-002  -0.5612998E-004  -0.5904052E-004  -0.1183278E-002  -0.1855099E-002  -0.2552667E-002   0.6448171E-003
    949.3000       -0.1981766E-001   0.2445283E-001  -0.3703946E-002  -0.7560454E-003  -0.3804788E-002  -0.1076163E-002  -0.5577284E-004  -0.5996376E-004  -0.1170263E-002  -0.1850618E-002  -0.2578753E-002   0.8344188E-003
    949.4000       -0.2018759E-001   0.2438762E-001  -0.3693418E-002  -0.5492412E-003  -0.3808933E-002  -0.8881501E-003  -0.5547005E-004  -0.6089302E-004  -0.1157131E-002  -0.1846249E-002  -0.2596333E-002   0.1018992E-002
    949.5000       -0.2055606E-001   0.2434272E-001  -0.3674377E-002  -0.3502067E-003  -0.3804184E-002  -0.7066867E-003  -0.5522011E-004  -0.6182587E-004  -0.1143884E-002  -0.1842001E-002  -0.2605080E-002   0.1197140E-002
    949.6000       -0.2092218E-001   0.2431728E-001  -0.3646597E-002  -0.1600743E-003  -0.3790280E-002  -0.5329543E-003  -0.5502118E-004  -0.6275979E-004  -0.1130524E-002  -0.1837885E-002  -0.2604735E-002   0.1367691E-002
    949.7000       -0.2128508E-001   0.2431038E-001  -0.3609933E-002   0.2027034E-004  -0.3767043E-002  -0.3678974E-003  -0.5487115E-004  -0.6369216E-004  -0.1117053E-002  -0.1833910E-002  -0.2595119E-002   0.1529705E-002
    949.8000       -0.2164387E-001   0.2432099E-001  -0.3564332E-002   0.1901874E-003  -0.3734392E-002  -0.2122225E-003  -0.5476774E-004  -0.6462032E-004  -0.1103476E-002  -0.1830083E-002  -0.2576149E-002   0.1682481E-002
    949.9000       -0.2199765E-001   0.2434805E-001  -0.3509854E-002   0.3492683E-003  -0.3692360E-002  -0.6641021E-004  -0.5470855E-004  -0.6554158E-004  -0.1089794E-002  -0.1826413E-002  -0.2547857E-002   0.1825544E-002
    950.0000       -0.2234555E-001   0.2439048E-001  -0.3446688E-002   0.4973118E-003  -0.3641109E-002   0.6926302E-004  -0.5469106E-004  -0.6645328E-004  -0.1076013E-002  -0.1822905E-002  -0.2510405E-002   0.1958621E-002
    950.1000       -0.2268671E-001   0.2444715E-001  -0.3375161E-002   0.6342946E-003  -0.3580947E-002   0.1946966E-003  -0.5471274E-004  -0.6735281E-004  -0.1062137E-002  -0.1819566E-002  -0.2464097E-002   0.2081616E-002
    950.2000       -0.2302032E-001   0.2451697E-001  -0.3295753E-002   0.7603377E-003  -0.3512334E-002   0.3099345E-003  -0.5477105E-004  -0.6823768E-004  -0.1048171E-002  -0.1816402E-002  -0.2409391E-002   0.2194574E-002
    950.3000       -0.2334562E-001   0.2459886E-001  -0.3209096E-002   0.8756744E-003  -0.3435885E-002   0.4151341E-003  -0.5486347E-004  -0.6910555E-004  -0.1034121E-002  -0.1813416E-002  -0.2346901E-002   0.2297655E-002
    950.4000       -0.2366192E-001   0.2469176E-001  -0.3115968E-002   0.9806198E-003  -0.3352369E-002   0.5105366E-003  -0.5498754E-004  -0.6995424E-004  -0.1019992E-002  -0.1810612E-002  -0.2277390E-002   0.2391103E-002
    950.5000       -0.2396862E-001   0.2479465E-001  -0.3017283E-002   0.1075544E-002  -0.3262692E-002   0.5964406E-003  -0.5514084E-004  -0.7078186E-004  -0.1005790E-002  -0.1807994E-002  -0.2201761E-002   0.2475217E-002
    950.6000       -0.2426523E-001   0.2490655E-001  -0.2914066E-002   0.1160848E-002  -0.3167879E-002   0.6731803E-003  -0.5532102E-004  -0.7158672E-004  -0.9915225E-003  -0.1805564E-002  -0.2121036E-002   0.2550331E-002
    950.7000       -0.2455132E-001   0.2502651E-001  -0.2807430E-002   0.1236948E-002  -0.3069047E-002   0.7411069E-003  -0.5552582E-004  -0.7236747E-004  -0.9771956E-003  -0.1803323E-002  -0.2036326E-002   0.2616798E-002
    950.8000       -0.2482664E-001   0.2515364E-001  -0.2698539E-002   0.1304258E-002  -0.2967370E-002   0.8005757E-003  -0.5575301E-004  -0.7312304E-004  -0.9628162E-003  -0.1801273E-002  -0.1948801E-002   0.2674972E-002
    950.9000       -0.2509100E-001   0.2528708E-001  -0.2588574E-002   0.1363185E-002  -0.2864046E-002   0.8519355E-003  -0.5600044E-004  -0.7385270E-004  -0.9483910E-003  -0.1799414E-002  -0.1859655E-002   0.2725203E-002
    951.0000       -0.2534435E-001   0.2542601E-001  -0.2478695E-002   0.1414116E-002  -0.2760255E-002   0.8955226E-003  -0.5626602E-004  -0.7455601E-004  -0.9339268E-003  -0.1797747E-002  -0.1770062E-002   0.2767825E-002
    951.1000       -0.2558677E-001   0.2556965E-001  -0.2370005E-002   0.1457419E-002  -0.2657126E-002   0.9316579E-003  -0.5654772E-004  -0.7523286E-004  -0.9194304E-003  -0.1796269E-002  -0.1681148E-002   0.2803160E-002
    951.2000       -0.2581843E-001   0.2571725E-001  -0.2263518E-002   0.1493443E-002  -0.2555705E-002   0.9606467E-003  -0.5684356E-004  -0.7588343E-004  -0.9049083E-003  -0.1794981E-002  -0.1593953E-002   0.2831511E-002
    951.3000       -0.2603958E-001   0.2586811E-001  -0.2160134E-002   0.1522519E-002  -0.2456923E-002   0.9827811E-003  -0.5715159E-004  -0.7650812E-004  -0.8903669E-003  -0.1793881E-002  -0.1509405E-002   0.2853170E-002
    951.4000       -0.2625058E-001   0.2602154E-001  -0.2060618E-002   0.1544966E-002  -0.2361582E-002   0.9983445E-003  -0.5746996E-004  -0.7710760E-004  -0.8758121E-003  -0.1792967E-002  -0.1428300E-002   0.2868419E-002
    951.5000       -0.2645186E-001   0.2617689E-001  -0.1965590E-002   0.1561095E-002  -0.2270335E-002   0.1007619E-002  -0.5779684E-004  -0.7768272E-004  -0.8612498E-003  -0.1792236E-002  -0.1351288E-002   0.2877538E-002
    951.6000       -0.2664387E-001   0.2633356E-001  -0.1875521E-002   0.1571220E-002  -0.2183689E-002   0.1010893E-002  -0.5813046E-004  -0.7823446E-004  -0.8466854E-003  -0.1791687E-002  -0.1278873E-002   0.2880814E-002
    951.7000       -0.2682714E-001   0.2649095E-001  -0.1790737E-002   0.1575666E-002  -0.2102006E-002   0.1008469E-002  -0.5846914E-004  -0.7876394E-004  -0.8321240E-003  -0.1791315E-002  -0.1211413E-002   0.2878549E-002
    951.8000       -0.2700220E-001   0.2664851E-001  -0.1711435E-002   0.1574778E-002  -0.2025513E-002   0.1000680E-002  -0.5881126E-004  -0.7927234E-004  -0.8175704E-003  -0.1791119E-002  -0.1149131E-002   0.2871071E-002
    951.9000       -0.2716961E-001   0.2680574E-001  -0.1637694E-002   0.1568935E-002  -0.1954319E-002   0.9878907E-003  -0.5915529E-004  -0.7976091E-004  -0.8030287E-003  -0.1791094E-002  -0.1092135E-002   0.2858745E-002
    952.0000       -0.2732992E-001   0.2696215E-001  -0.1569506E-002   0.1558556E-002  -0.1888438E-002   0.9705174E-003  -0.5949981E-004  -0.8023090E-004  -0.7885031E-003  -0.1791236E-002  -0.1040435E-002   0.2841985E-002
